CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
571,Spain,Female,31,3,0.0,2,1,1,194667.92,0
561,France,Male,37,5,0.0,2,1,0,83093.25,0
529,France,Male,28,9,0.0,2,1,1,52545.24,0
670,France,Male,36,7,0.0,2,0,0,59571.5,0
666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
628,Spain,Male,42,7,0.0,2,0,1,172967.87,0
577,France,Male,60,10,125389.7,2,1,1,178616.73,0
652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0
678,France,Male,26,5,111128.04,1,1,0,60941.27,1
692,Spain,Female,49,9,0.0,2,1,0,178342.63,0
675,Spain,Male,32,10,0.0,2,1,0,191545.65,0
712,Spain,Male,52,9,0.0,1,1,1,117977.45,1
639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0
618,France,Male,48,7,0.0,1,1,0,13921.82,1
554,France,Male,39,2,129709.62,1,1,0,173197.12,0
533,France,Male,47,9,83347.25,1,1,1,137696.25,0
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
704,Spain,Male,33,3,0.0,2,1,0,73018.74,0
678,France,Male,43,5,102338.19,1,1,1,79649.62,0
712,France,Female,29,3,87375.78,2,0,0,166194.53,0
651,France,Male,44,2,0.0,3,1,0,102530.35,1
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0
850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0
637,France,Female,63,5,0.0,1,1,0,28092.77,1
500,France,Male,45,2,109162.82,1,1,1,126145.08,0
655,France,Male,44,8,87471.63,1,0,1,188593.98,0
666,France,Female,33,2,147229.65,1,1,1,56410.17,0
658,France,Female,24,2,0.0,2,1,1,84694.49,0
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
654,France,Male,32,6,0.0,2,1,1,137898.57,0
623,France,Female,39,1,160903.2,1,0,0,78774.36,0
761,France,Female,33,6,138053.79,2,1,0,148779.41,0
627,France,Male,44,6,153548.12,1,0,0,35300.08,1
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
726,France,Male,34,3,0.0,2,1,0,196288.46,0
587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0
605,Germany,Female,43,8,125338.8,2,1,0,23970.13,0
850,Spain,Male,62,5,0.0,2,1,1,180243.56,0
850,France,Female,38,0,106831.69,1,0,1,148977.72,0
751,France,Male,29,3,159597.45,1,1,0,39934.41,0
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
736,France,Male,43,4,176134.54,1,1,1,52856.88,0
652,France,Female,74,5,0.0,2,1,1,937.15,0
627,France,Female,35,7,0.0,2,0,1,193022.44,0
636,France,Male,34,1,84055.43,1,0,0,37490.84,0
775,France,Male,60,7,0.0,2,1,1,111558.7,0
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0
516,France,Male,37,8,0.0,1,1,0,101834.58,0
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
564,France,Female,27,6,0.0,1,0,0,7819.76,0
636,France,Female,35,2,0.0,2,1,1,23129.46,0
712,France,Male,29,3,102540.61,1,1,1,189680.79,0
568,France,Male,51,4,0.0,3,1,1,66586.56,0
741,Spain,Male,43,0,0.0,2,1,1,2920.63,1
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0
709,France,Female,32,7,0.0,2,1,1,199418.02,0
510,France,Female,32,1,0.0,2,0,1,28515.17,0
716,Spain,Male,33,2,0.0,2,1,1,92916.53,0
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0
656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0
550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1
486,France,Male,26,2,0.0,2,1,1,31399.4,0
598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1
675,Spain,Male,35,8,0.0,2,1,0,29062.25,0
755,France,Female,29,4,148654.84,2,1,1,28805.09,0
656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0
644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0
598,France,Female,32,4,111156.52,1,1,1,167376.26,0
850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
679,France,Male,36,1,97234.58,1,1,0,188997.08,0
632,France,Male,60,2,0.0,2,0,1,2085.32,0
550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1
515,France,Female,58,2,131852.81,1,1,0,81436.68,1
612,Spain,Male,35,1,0.0,1,1,1,83256.26,1
628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0
529,Spain,Female,43,5,0.0,2,0,0,79476.63,0
668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
526,France,Male,30,9,0.0,2,0,0,100995.68,0
791,France,Female,52,7,0.0,1,1,1,122782.5,0
573,France,Male,27,2,128243.03,1,1,1,11631.34,0
565,France,Female,38,5,126645.13,1,1,1,168303.55,0
604,France,Female,47,8,62094.71,3,0,0,9308.1,1
656,France,Male,37,7,112291.34,1,1,0,153157.97,0
447,France,Female,44,5,89188.83,1,1,1,75408.24,0
682,France,Male,55,9,0.0,1,1,0,153356.8,1
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0
792,Spain,Male,47,0,0.0,1,1,1,5557.88,1
627,Spain,Female,25,4,0.0,1,1,1,194313.93,0
767,France,Female,34,8,0.0,2,1,0,94767.77,0
686,France,Male,26,7,0.0,2,1,0,1540.89,0
789,France,Female,53,1,158271.74,1,1,1,5036.39,1
794,France,Male,56,9,96951.21,1,1,1,71776.76,0
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0
850,France,Male,40,6,0.0,1,1,0,136985.08,1
726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1
767,Spain,Male,47,2,0.0,1,1,0,48161.18,1
648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0
651,Spain,Female,36,8,0.0,2,1,0,91652.43,0
633,France,Female,36,6,125130.28,1,0,0,125961.48,0
740,France,Female,37,9,0.0,2,1,1,73225.31,0
592,France,Female,34,9,0.0,2,1,1,20460.2,0
670,France,Female,41,10,0.0,3,1,0,81602.02,0
628,France,Male,36,3,0.0,2,1,1,8742.91,0
745,France,Male,47,5,0.0,2,0,0,145789.71,0
705,France,Male,32,3,0.0,2,0,0,129576.99,0
559,France,Female,42,7,0.0,2,1,1,190040.29,0
595,France,Male,29,6,150685.79,1,1,0,87771.06,0
492,France,Male,35,4,141359.37,2,1,0,39519.53,0
498,France,Female,29,9,0.0,1,1,0,190035.83,0
655,France,Female,39,6,94631.26,2,1,1,148948.52,0
636,France,Female,39,3,118336.14,1,1,0,184691.77,0
634,France,Female,45,2,0.0,1,1,1,143458.31,0
793,Spain,Male,63,0,0.0,2,0,1,27166.75,0
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1
768,France,Female,26,5,51116.26,1,1,1,70454.79,1
540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0
732,France,Female,34,8,122338.43,2,1,0,187985.85,0
617,France,Female,30,8,0.0,1,1,1,92621.9,0
637,Spain,Female,54,5,0.0,1,0,1,150836.98,0
573,France,Male,26,8,86270.93,2,1,1,90177.3,0
531,France,Male,44,3,0.0,2,1,1,34416.79,0
489,France,Female,38,5,117289.92,1,0,0,85231.88,0
601,France,Male,35,2,0.0,2,1,1,118983.18,0
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
728,Spain,Female,29,1,0.0,1,1,1,83056.22,0
590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0
490,France,Male,29,4,0.0,2,1,0,32089.57,0
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0
635,France,Male,29,1,0.0,1,0,1,24865.54,0
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0
587,France,Male,40,2,0.0,4,0,1,106174.7,1
794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
515,France,Male,41,8,0.0,2,1,1,185054.14,0
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0
667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1
709,France,Male,32,4,147307.91,1,0,1,40861.55,0
536,France,Female,35,8,0.0,1,1,0,171840.24,1
711,France,Female,41,3,145754.91,1,1,1,101455.07,0
753,France,Male,46,8,0.0,3,1,0,90747.94,1
748,France,Male,44,4,112610.77,1,0,1,2048.55,0
623,France,Female,57,7,71481.79,2,1,1,84421.34,0
465,France,Male,33,5,0.0,2,0,1,78698.09,0
640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0
562,France,Male,75,5,87140.85,1,1,1,39351.64,0
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
536,France,Male,32,7,178011.5,2,1,0,22375.14,0
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0
775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0
604,France,Male,33,3,148659.48,1,0,0,42437.75,0
766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1
554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0
487,France,Female,53,10,89550.85,1,0,1,90076.85,0
725,France,Male,35,7,75915.75,1,1,0,150507.43,0
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
623,France,Male,40,5,118788.57,1,1,0,192867.4,0
781,France,Female,42,3,156555.54,1,1,1,175674.01,0
714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1
577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0
731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0
779,France,Male,32,10,80728.15,1,1,0,86306.75,0
706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1
733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0
579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
775,France,Male,40,9,126212.64,1,1,0,70196.57,0
538,Spain,Male,68,9,0.0,2,1,0,110440.5,1
602,France,Male,38,7,111835.94,2,1,0,124389.61,0
615,France,Male,30,8,0.0,2,0,0,3183.15,0
700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0
615,France,Male,32,1,0.0,2,0,0,2139.25,0
544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1
573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
555,Spain,Male,50,7,128061.0,2,1,1,62375.1,0
692,France,Female,31,2,0.0,2,1,0,91829.17,1
476,France,Female,40,4,0.0,2,0,0,182547.04,0
770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
641,France,Female,40,7,0.0,1,1,0,126996.67,0
705,France,Female,35,5,0.0,1,1,0,133991.11,1
784,France,Male,38,5,136712.91,1,0,1,169920.92,0
727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
576,France,Female,41,4,112609.91,1,0,0,191035.18,1
646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
638,France,Male,34,5,133501.36,1,0,1,155643.04,0
632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0
850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1
492,France,Female,28,9,0.0,2,1,0,95957.09,0
673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0
609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0
701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
651,France,Male,34,4,91562.99,1,1,1,123954.15,0
508,France,Male,31,8,72541.48,1,1,0,129803.08,0
616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1
489,France,Male,34,5,0.0,1,0,0,43540.59,0
567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0
678,Germany,Female,30,1,139676.95,2,0,1,16146.0,0
581,France,Female,55,6,0.0,1,1,1,22442.13,0
748,Spain,Male,60,3,0.0,2,1,1,78194.37,0
781,France,Female,19,3,0.0,2,1,1,124297.32,0
691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0
507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0
705,Spain,Female,57,3,0.0,2,1,1,34134.14,0
708,Spain,Female,64,5,0.0,3,0,1,112520.07,1
580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
850,France,Male,38,5,0.0,2,1,0,16491.64,0
714,Spain,Male,25,2,0.0,1,1,1,132979.43,0
559,France,Female,43,1,0.0,2,1,1,196645.87,0
577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0
647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
528,France,Female,26,10,102073.67,2,0,0,166799.93,0
720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1
743,Spain,Male,41,7,0.0,1,1,0,163736.09,1
615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1
635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0
686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1
840,Spain,Female,36,6,0.0,2,1,0,141364.27,0
695,France,Male,43,1,100421.1,1,1,1,101141.28,0
564,France,Male,26,7,84006.88,2,0,0,183490.99,0
805,France,Female,31,4,0.0,2,1,0,4798.12,0
558,Spain,Male,45,4,0.0,1,1,0,131807.14,0
657,France,Female,39,4,80293.81,1,1,0,97192.76,0
641,France,Female,42,7,125437.14,2,0,0,164128.58,0
755,France,Male,36,8,0.0,2,1,0,176809.87,0
483,France,Male,48,1,0.0,2,1,1,110059.38,0
545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
678,France,Male,66,8,0.0,2,1,1,47117.03,0
781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1
571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
634,Spain,Female,35,10,0.0,1,1,0,82634.41,0
523,Germany,Male,27,8,61688.61,2,1,0,147059.16,0
501,France,Female,40,2,0.0,2,0,0,141946.92,0
662,France,Male,74,6,0.0,2,1,0,123583.85,0
573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1
648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0
662,France,Female,22,2,126362.57,2,1,1,97382.8,0
725,France,Male,39,4,160652.45,2,1,0,57643.55,0
563,France,Female,35,2,183572.84,1,1,1,66006.75,1
628,France,Male,31,0,88421.81,1,0,0,72350.47,0
546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0
850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0
614,France,Female,34,5,0.0,2,1,0,185561.89,0
719,France,Female,37,9,101455.7,1,1,0,25803.59,1
757,France,Female,71,0,88084.13,2,1,1,154337.47,0
669,France,Male,29,7,0.0,2,1,1,138145.62,0
438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
492,France,Male,39,7,0.0,2,0,1,71323.23,0
622,France,Female,39,9,83456.79,2,0,0,38882.34,0
645,France,Male,42,4,98298.18,1,1,1,676.06,0
728,France,Male,37,0,0.0,2,1,1,72203.8,0
651,France,Male,35,2,86911.8,1,1,0,174094.24,0
783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0
732,Spain,Female,67,1,0.0,2,1,1,177783.04,0
553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0
660,France,Male,30,7,146301.31,1,0,0,96847.91,0
670,France,Female,40,3,47364.45,1,1,1,148579.43,1
718,France,Male,38,7,0.0,2,1,0,38308.34,0
787,France,Male,51,0,58137.08,1,0,1,142538.31,0
775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0
479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0
660,France,Female,20,6,167685.56,1,1,0,57929.9,0
721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0
659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0
743,France,Female,39,8,0.0,1,1,0,94263.44,0
670,France,Female,45,9,104930.38,1,1,0,155921.81,1
766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1
845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0
710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0
564,Spain,Female,35,9,0.0,2,1,1,105837.38,0
637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0
527,France,Female,31,1,112203.25,1,1,0,182266.01,0
687,France,Male,34,7,129895.19,1,0,1,28698.17,0
756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1
503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0
657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
666,France,Female,40,2,0.0,2,0,0,36371.27,0
615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0
764,France,Female,24,0,0.0,2,1,0,88724.49,0
471,France,Male,42,3,164951.56,1,1,0,190531.77,0
608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0
682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0
587,Germany,Female,32,3,125445.04,2,1,1,130514.78,0
714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
630,Spain,Female,31,1,0.0,2,1,1,169802.73,0
648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0
785,France,Female,40,3,0.0,2,1,1,96832.82,0
601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0
717,France,Female,28,1,90537.16,1,0,1,74800.99,0
707,France,Female,44,6,0.0,2,1,1,192542.17,0
771,France,Female,23,7,156123.73,1,1,0,72990.62,0
602,France,Female,35,5,0.0,2,1,0,31050.02,0
626,France,Male,38,7,141074.59,1,1,0,52795.56,1
588,Spain,Male,59,4,0.0,2,1,1,27435.41,0
616,Germany,Female,42,6,117899.95,2,0,0,150266.81,0
621,Spain,Male,33,4,0.0,2,1,1,40299.23,0
674,France,Male,26,6,166257.96,1,1,1,149369.41,0
633,Spain,Female,46,3,0.0,2,1,0,120250.58,0
698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
508,France,Male,26,7,205962.0,1,1,0,156424.4,0
736,France,Female,24,0,0.0,2,1,0,109355.73,1
672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0
613,France,Female,21,7,105627.95,1,1,1,36560.51,0
712,France,Male,32,9,100606.02,1,1,0,165693.06,0
624,France,Female,38,3,0.0,2,1,1,163666.85,0
676,France,Male,38,1,0.0,2,0,1,35644.79,0
683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0
489,France,Female,31,7,139395.08,1,0,1,6120.84,0
739,France,Male,29,1,0.0,2,1,1,164484.78,0
701,France,Female,37,3,0.0,2,1,1,164268.28,0
666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0
666,France,Male,36,3,0.0,2,1,0,35156.54,0
633,France,Male,59,2,103996.74,1,1,1,103159.11,0
578,France,Male,34,4,175111.11,1,1,1,74858.3,0
812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1
809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0
615,France,Male,36,6,0.0,1,1,1,27011.8,1
684,Spain,Female,31,8,0.0,2,1,0,188637.05,0
544,France,Male,40,8,0.0,2,1,0,61581.2,0
713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
633,France,Male,37,2,0.0,2,1,0,182258.17,0
672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
661,France,Male,35,5,0.0,1,1,0,155394.52,0
749,Spain,Female,28,3,0.0,1,1,0,3408.7,0
635,Spain,Female,32,8,0.0,2,1,1,19367.98,1
850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
641,France,Male,41,6,0.0,2,1,0,65396.79,0
633,Germany,Male,30,2,109786.82,2,1,1,139712.81,0
413,Spain,Male,35,2,0.0,2,1,1,60972.84,0
538,France,Male,31,1,0.0,2,1,0,1375.46,0
437,France,Female,39,0,102721.49,1,0,0,22191.82,0
612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1
516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0
646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0
767,France,Male,36,3,0.0,1,0,0,65147.27,0
640,France,Male,40,8,110340.68,1,1,1,157886.6,0
778,France,Male,33,1,0.0,2,1,0,85439.73,0
679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0
549,France,Male,31,4,0.0,2,0,1,25684.85,0
598,France,Male,47,2,0.0,2,1,1,186116.54,0
655,France,Female,45,0,0.0,2,1,0,166830.71,0
494,France,Male,30,3,85704.95,1,0,1,27886.06,0
653,France,Female,42,1,0.0,2,1,1,5768.32,0
539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
645,France,Female,37,1,0.0,2,1,1,68987.55,0
751,Germany,Male,34,9,108513.25,2,1,1,27097.82,0
528,France,Male,35,3,156687.1,1,1,0,199320.77,0
696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
716,France,Female,44,6,155114.9,1,0,0,133871.83,0
602,France,Female,35,8,0.0,2,1,1,152843.53,0
647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0
850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
590,France,Female,32,0,127763.24,1,1,0,100717.54,0
825,Spain,Female,32,1,0.0,2,1,1,42935.15,0
850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
789,France,Female,32,7,69423.52,1,1,0,107499.39,0
701,France,Female,42,6,86167.82,1,1,0,153342.38,0
713,Spain,Female,47,1,0.0,1,1,0,107825.08,1
570,France,Male,30,2,131406.56,1,1,1,47952.45,0
536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0
512,France,Female,75,2,0.0,1,1,0,123304.62,0
698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
656,France,Male,33,7,138705.02,2,1,0,37136.15,0
761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0
709,France,Female,30,5,0.0,2,0,1,161388.22,0
597,Spain,Female,66,3,0.0,1,1,1,70532.53,0
592,France,Male,28,2,116498.22,1,1,0,144290.25,0
599,France,Female,41,1,0.0,2,1,0,96069.82,0
572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
611,Germany,Female,43,9,127216.31,2,0,1,17913.25,0
634,France,Female,45,2,0.0,4,1,0,101039.53,1
666,France,Male,51,2,148222.65,1,0,0,156953.54,1
696,France,Female,41,8,0.0,2,0,0,28276.83,0
669,France,Female,38,8,0.0,2,1,0,84049.16,0
726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0
850,Spain,Female,29,7,0.0,2,1,0,23237.25,0
617,Spain,Male,38,7,0.0,1,1,1,27239.28,0
652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1
560,Spain,Female,27,7,124995.98,1,1,1,114669.79,0
629,Spain,Male,39,5,0.0,2,0,0,116748.14,0
660,Germany,Female,52,4,86891.84,1,1,0,90877.76,0
676,France,Male,38,8,0.0,2,1,1,133692.88,0
581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
798,France,Male,34,9,154495.79,1,1,0,191395.88,0
705,France,Male,38,1,189443.72,1,0,1,106648.58,0
714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0
664,France,Female,44,8,142989.69,1,1,1,115452.51,1
697,Germany,Male,43,7,115371.94,2,1,0,64139.1,0
609,France,Male,37,6,0.0,2,0,1,22030.72,0
548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
656,France,Male,41,2,0.0,2,1,0,158973.77,0
727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
642,France,Female,55,7,0.0,2,1,1,101515.76,0
710,Spain,Female,31,5,0.0,2,1,0,9561.73,0
710,Spain,Male,33,1,0.0,2,1,0,168313.17,0
718,France,Female,37,7,0.0,2,1,1,55100.09,0
586,Germany,Male,32,1,149814.54,1,1,0,31830.06,0
617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
630,France,Male,28,9,0.0,2,0,0,32599.35,0
791,Germany,Female,42,10,113657.41,2,0,1,139946.68,1
673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0
477,Germany,Female,36,3,117700.86,1,0,0,74042.0,0
662,France,Female,37,5,0.0,2,1,0,151871.84,0
850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
635,France,Female,58,1,0.0,1,1,1,58907.08,1
537,France,Male,59,9,0.0,2,0,0,103799.77,1
579,France,Female,39,3,166501.17,2,1,0,93835.64,0
651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
610,France,Female,25,2,0.0,2,1,0,123723.83,0
581,France,Male,30,1,0.0,2,1,0,199464.08,0
592,France,Male,39,7,0.0,2,1,0,83084.33,0
688,Spain,Female,35,6,0.0,1,1,0,25488.43,1
681,France,Female,18,1,98894.39,1,1,1,9596.4,0
658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0
792,France,Male,34,1,0.0,1,0,1,86330.32,0
528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1
624,Spain,Female,36,0,0.0,2,1,0,111605.9,0
562,Germany,Male,31,4,127237.25,2,0,1,143317.42,0
678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1
650,Germany,Male,23,4,93911.3,2,1,0,69055.45,0
593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0
652,France,Female,40,4,79927.36,2,1,1,33524.6,0
554,Spain,Female,27,4,0.0,2,1,1,135083.73,0
584,Germany,Male,32,8,40172.91,1,1,1,137439.34,0
516,France,Male,33,7,115195.58,1,1,1,11205.5,0
789,Germany,Female,43,9,116644.29,2,1,1,60176.1,0
598,Germany,Male,20,8,180293.84,2,1,1,29552.7,0
669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0
645,France,Female,24,3,34547.82,1,1,1,11638.17,0
659,France,Female,32,9,0.0,2,1,1,93155.75,0
833,Germany,Male,29,1,96462.25,2,0,1,48986.18,0
697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0
580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
691,France,Male,38,1,0.0,2,0,0,44653.5,0
534,France,Male,52,1,0.0,3,1,1,104035.41,1
478,France,Female,32,6,71187.24,1,1,1,110593.62,0
572,France,Female,47,2,0.0,2,1,0,36099.7,0
501,France,Male,37,4,0.0,2,0,0,12470.3,0
624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
595,France,Female,39,9,136422.41,1,1,1,151757.81,0
603,France,Male,30,8,0.0,2,1,1,47536.46,0
