CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
458,France,Male,86,0,170607.89,1,1,1,83943.74,0
805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1
471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0
419,Spain,Female,28,4,119541.15,2,1,0,42321.63,0
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
660,France,Male,37,2,97324.91,1,1,0,23291.83,0
524,France,Female,36,10,0.0,2,1,0,109614.57,0
516,France,Female,40,9,0.0,2,0,1,33266.29,0
814,Spain,Female,45,8,187454.28,1,0,1,168760.27,0
748,Spain,Male,60,3,0.0,2,1,1,78194.37,0
786,Spain,Female,39,7,0.0,2,0,0,100929.59,0
823,Spain,Female,41,5,112605.59,4,0,1,70286.83,0
849,Germany,Female,19,0,204211.95,4,0,0,30445.99,1
742,France,Female,29,4,0.0,2,1,1,180066.59,0
510,France,Male,88,2,60221.88,2,1,1,148172.19,0
603,France,Female,24,3,0.0,1,1,1,198826.03,1
561,Spain,Male,37,4,101470.29,1,0,1,88838.14,0
717,Germany,Female,28,1,238365.31,3,1,0,52179.6,1
680,Spain,Male,42,0,0.0,1,1,0,136377.21,0
683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0
840,Germany,Male,21,4,157321.35,2,1,1,181626.97,0
581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0
512,France,Female,31,7,0.0,2,0,0,49326.07,0
712,France,Male,23,2,0.0,2,0,1,66795.78,0
542,France,Female,31,3,0.0,2,1,1,115217.59,0
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
484,France,Female,72,7,143052.93,1,0,0,18941.15,1
774,Spain,Female,41,2,115446.03,3,1,0,80127.83,0
798,France,Male,34,9,154495.79,1,1,0,191395.88,0
802,France,Female,60,3,92887.06,1,1,0,39473.63,1
304,Germany,Female,84,6,13480.37,3,1,1,105560.19,0
703,France,Male,44,6,98862.54,1,1,0,151516.7,0
542,Spain,Male,37,8,0.0,1,1,1,807.06,0
842,Spain,Male,86,1,66981.04,1,0,1,97681.41,1
619,Spain,Male,52,8,0.0,2,1,1,123242.11,0
422,Germany,Female,28,7,145142.19,4,0,1,168850.92,1
712,France,Female,86,8,83221.5,1,0,0,148772.08,1
517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1
588,Germany,Female,70,9,1323.19,1,1,0,113458.35,0
648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
645,Spain,Male,52,4,31886.14,1,1,0,54914.45,1
639,France,Female,35,1,103015.12,2,1,1,139094.12,0
591,France,Male,42,9,161651.37,2,1,1,131753.97,0
869,Spain,Female,67,8,110897.34,4,0,1,96890.76,1
678,France,Female,55,5,0.0,1,0,1,196794.11,1
778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0
661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0
872,France,Female,30,4,154018.59,3,1,0,100229.95,0
527,Germany,Female,72,6,84455.02,2,0,1,50533.51,1
757,France,Male,32,9,0.0,2,1,0,115950.96,0
631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
342,Spain,Female,38,10,103113.05,3,1,1,109511.9,1
536,Spain,Male,55,0,44089.06,1,0,0,89950.13,0
744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0
866,Spain,Male,91,1,190525.38,4,1,1,7848.53,0
425,Spain,Female,88,0,171781.32,4,0,0,6406.78,1
716,Germany,Female,58,1,101990.62,4,1,1,59232.18,1
341,Spain,Male,79,4,44932.85,2,0,0,81880.12,1
647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0
713,Germany,Female,89,9,78945.79,4,1,0,107785.86,0
544,Germany,Female,65,0,96857.58,1,0,1,74983.24,0
631,France,Male,82,0,61849.51,2,1,0,184021.03,0
742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
713,France,Male,43,5,86394.14,1,1,1,130001.13,0
764,Germany,Male,24,8,215554.81,1,0,0,23267.03,0
487,Spain,Male,64,8,108329.63,3,0,1,58238.61,1
496,Spain,Female,72,4,246352.02,3,0,0,47781.58,1
685,Spain,Male,87,10,238656.0,2,0,1,125708.85,1
657,Germany,Female,67,8,252895.95,3,1,1,134683.91,1
591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
848,Spain,Male,25,9,203702.42,2,0,0,27282.21,0
335,Germany,Male,83,0,65699.29,1,1,1,157192.2,0
898,Germany,Male,26,0,105618.09,1,1,1,128460.87,0
846,France,Male,73,0,201148.41,3,1,0,80182.76,0
475,France,Female,46,10,0.0,2,0,0,122953.0,1
704,France,Male,24,2,148197.15,2,1,0,182775.08,0
642,Spain,Female,46,9,170081.64,1,1,0,171248.84,1
784,Spain,Male,72,10,6240.82,3,1,1,56132.18,0
586,France,Male,85,3,256961.12,3,0,0,191379.46,1
563,France,Female,39,5,0.0,2,1,1,17603.81,0
850,France,Female,55,10,98488.08,1,1,0,155879.57,1
669,France,Male,46,3,0.0,2,0,1,8487.75,0
862,France,Female,28,0,247695.68,1,0,0,129978.16,0
875,Spain,Female,52,1,250548.99,1,1,1,179559.93,1
777,Germany,Male,81,6,140418.93,4,1,1,174712.3,1
562,France,Male,47,2,144584.4,2,1,0,191329.45,1
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
503,France,Male,42,8,104430.08,1,1,1,147557.71,0
826,Spain,Female,62,8,13492.46,2,1,0,116946.78,1
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
822,France,Male,67,1,45845.18,3,0,0,179475.75,0
621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
780,Germany,Female,38,3,211531.5,3,0,1,64803.53,0
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
564,Germany,Female,61,4,163423.33,3,1,0,40027.88,0
601,France,Female,37,5,0.0,1,0,0,20708.6,0
722,France,Male,30,5,0.0,2,1,0,166376.54,0
633,Spain,Male,27,3,0.0,2,1,0,44008.91,0
642,Germany,Male,60,10,101947.08,1,1,0,172086.2,1
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
518,Germany,Male,29,9,125961.74,2,1,0,160303.08,1
489,France,Female,38,5,117289.92,1,0,0,85231.88,0
688,France,Female,38,7,123544.21,1,1,1,157664.02,0
612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1
618,France,Female,46,6,150213.71,1,1,0,120668.46,1
674,France,Female,51,3,14127.85,2,1,1,90537.86,1
654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0
513,France,Male,30,5,0.0,2,1,0,162523.66,0
737,Germany,Male,31,8,46725.71,3,0,1,82663.93,0
728,Germany,Male,20,9,200413.26,3,0,1,100500.2,0
642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
541,Spain,Male,46,1,50811.37,1,1,1,96953.17,1
675,France,Male,28,9,0.0,1,1,0,134110.93,0
850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
845,Germany,Male,45,6,78247.72,2,0,1,131289.56,0
706,Spain,Male,58,6,110907.96,2,1,0,176264.29,0
720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
305,France,Female,42,2,161675.4,4,0,1,142339.47,1
714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
431,France,Male,86,5,197034.0,1,1,1,63956.0,0
348,Spain,Female,24,10,111583.81,2,0,1,60301.62,1
602,France,Female,72,3,0.0,2,1,1,171260.66,0
481,France,Male,40,3,0.0,1,1,1,32319.93,0
832,Germany,Female,38,0,246498.66,2,0,0,108751.7,0
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
628,France,Female,83,4,226466.72,3,1,1,70061.28,0
375,France,Male,38,1,159274.02,2,1,0,48614.13,0
588,France,Male,69,8,211528.68,3,0,0,137917.46,1
802,France,Male,33,8,0.0,2,1,0,143706.18,0
686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0
401,France,Male,34,0,146132.52,4,1,0,173751.45,1
850,France,Female,39,0,104386.53,1,1,0,105886.77,0
742,Spain,Male,53,0,109455.78,4,1,0,54347.79,1
385,Germany,Male,39,10,35543.27,3,0,0,179875.04,1
850,France,Female,35,6,81684.97,1,1,0,824.0,0
860,Germany,Male,51,4,73509.85,2,0,1,130821.01,0
581,Spain,Male,46,10,72107.73,1,1,1,91196.79,1
562,France,Male,30,3,111099.79,2,0,0,140650.19,0
713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1
553,France,Female,27,3,0.0,2,0,0,159800.16,0
827,Spain,Female,89,4,253943.6,1,0,0,168214.23,0
481,Germany,Female,49,6,60448.69,4,1,1,194970.62,0
563,Spain,Male,49,5,14902.32,3,1,0,119479.21,1
356,France,Male,44,3,57128.83,4,0,1,161137.61,0
702,Spain,Female,38,9,0.0,2,1,1,158527.45,0
427,Germany,Female,71,7,2759.16,2,1,0,2003.93,1
674,France,Male,22,3,0.0,1,1,1,173940.59,0
498,Spain,Male,88,4,224423.29,3,1,1,66192.19,1
332,France,Male,34,0,62430.33,3,1,1,167597.71,1
870,Germany,Female,59,10,124826.03,4,0,1,55731.29,1
718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0
486,Germany,Male,65,0,236335.95,3,0,1,65798.62,1
663,France,Male,35,9,0.0,2,1,1,195580.28,0
652,Spain,Male,37,7,0.0,2,1,0,68789.93,0
694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0
616,France,Female,37,6,0.0,2,1,0,86242.18,0
651,Germany,Male,34,2,90355.12,2,0,0,193597.94,0
771,France,Female,28,1,61449.56,2,1,1,199368.63,0
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
616,Spain,Female,66,4,49021.17,2,0,0,77923.51,1
613,Spain,Female,92,5,26881.77,2,0,1,68564.88,1
665,Spain,Female,51,3,19766.58,3,1,0,78048.46,1
666,France,Female,59,5,0.0,2,1,1,185123.09,0
766,Spain,Male,54,6,231011.16,3,0,0,98993.0,1
754,France,Male,34,7,0.0,2,1,1,65219.85,0
485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
363,Spain,Female,35,5,61305.7,2,1,0,159210.11,0
505,France,Female,45,8,90427.83,1,0,0,97984.13,1
549,France,Male,29,3,0.0,2,1,0,146090.38,0
787,France,Female,85,10,0.0,2,1,1,116537.96,0
828,Spain,Male,93,3,20892.78,1,0,0,93195.86,1
493,Germany,Female,35,8,178317.6,1,0,0,197428.64,0
491,Germany,Female,82,8,70746.06,2,0,1,72843.38,1
317,Spain,Female,75,4,65135.19,4,0,0,182721.03,0
606,France,Male,40,6,119501.88,2,1,0,46774.94,0
615,France,Male,32,7,92199.84,1,1,1,2755.53,0
696,France,Male,42,4,0.0,1,0,0,126353.13,1
580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0
897,France,Female,59,0,153824.74,3,1,0,97954.46,0
744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
697,France,Male,63,7,148368.02,1,0,0,118862.08,1
697,France,Male,27,8,141223.68,2,1,0,90591.15,0
525,France,Male,51,10,0.0,3,1,0,171045.35,1
850,France,Female,36,6,0.0,2,1,1,190194.95,0
499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
873,France,Female,93,9,105920.05,3,1,0,122131.77,1
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
667,Germany,Female,48,6,191988.14,4,1,0,131479.46,1
825,Spain,Female,76,5,190929.15,1,1,0,93267.14,1
338,Spain,Male,83,7,21888.63,1,1,0,63953.2,0
350,Spain,Female,86,6,203888.79,2,0,0,140848.33,0
680,France,Female,37,10,123806.28,1,1,0,81776.84,1
687,France,Male,34,5,128270.56,1,1,0,191092.62,0
859,Germany,Male,59,4,185384.84,2,1,0,114909.45,1
737,Germany,Female,22,10,111543.26,2,0,0,106327.85,0
594,France,Male,57,6,0.0,1,1,0,19376.56,1
494,Spain,Male,27,2,0.0,2,1,0,22404.64,0
544,Spain,Female,55,10,234794.8,3,0,0,98763.98,1
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
580,France,Female,65,9,106804.26,3,1,0,107890.69,1
534,France,Female,55,8,116973.26,3,1,0,122066.5,1
449,France,Female,21,7,0.0,2,0,0,175743.92,0
588,Spain,Male,33,2,0.0,2,1,1,12483.56,0
727,France,Female,41,2,177811.8,2,1,0,193190.78,1
744,France,Male,47,9,0.0,2,1,0,113163.17,0
503,France,Male,85,8,132502.88,4,1,0,1986.48,1
604,France,Female,24,10,244320.84,3,1,1,92467.39,0
452,France,Female,33,6,131698.57,2,1,0,151623.91,0
349,Germany,Male,43,0,27396.08,4,0,1,179378.03,1
684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0
863,Spain,Female,20,0,14096.02,1,0,0,130747.86,1
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
576,France,Male,55,9,0.0,2,1,1,94450.97,0
604,Spain,Female,34,3,0.0,2,1,0,38587.7,0
676,Spain,Male,36,1,82729.49,1,1,0,113810.12,0
600,Germany,Male,53,7,106261.63,1,1,0,93629.66,1
432,France,Male,58,3,124383.39,1,1,1,119594.06,1
537,France,Male,28,0,88963.31,2,1,1,189839.93,0
679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
350,France,Female,60,3,0.0,1,0,0,113796.15,1
776,France,Male,37,2,0.0,1,0,1,8065.0,0
850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0
459,Germany,Female,54,6,68088.09,2,1,1,89305.11,0
393,Germany,Female,60,5,91315.5,2,0,1,180517.21,1
328,Spain,Female,79,2,76046.32,2,0,1,51857.54,1
605,Spain,Female,57,2,0.0,3,1,0,66652.75,1
766,Spain,Male,41,0,0.0,2,0,1,34283.23,0
667,France,Male,31,3,99513.91,1,1,1,189657.26,0
765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1
696,France,Female,41,8,0.0,2,0,0,28276.83,0
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
661,Germany,Male,37,7,109908.06,2,1,0,115037.67,1
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
607,Spain,Female,32,7,0.0,3,0,1,10674.62,0
869,Spain,Male,65,9,35800.41,4,0,0,155232.77,1
553,Spain,Female,48,5,219497.55,2,0,0,162380.83,0
366,Spain,Female,62,6,135813.07,4,1,1,88573.43,0
429,France,Female,49,3,208601.91,2,1,1,191341.26,1
531,Germany,Male,85,7,123292.97,1,1,1,5212.09,0
318,Germany,Female,46,8,7973.25,1,1,1,44448.06,1
704,Spain,Female,40,7,165521.92,4,1,1,165961.26,0
797,France,Female,55,10,0.0,4,1,1,49418.87,1
665,Germany,Male,66,5,196875.55,3,1,1,182881.2,1
633,Germany,Female,19,4,121284.73,2,0,0,108.23,0
570,France,Female,33,8,0.0,1,1,1,124641.42,0
708,France,Male,52,10,105355.81,1,1,0,123.07,1
477,France,Female,62,1,67697.59,4,0,1,56394.36,1
582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
387,Germany,Female,69,9,196486.07,2,0,1,154300.1,0
603,Germany,Female,95,10,150364.45,3,0,1,152090.82,1
743,France,Male,23,3,110203.77,1,1,0,95583.45,0
850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
769,Germany,Male,36,7,229724.5,4,0,1,69675.04,1
362,France,Male,28,6,252402.09,4,0,0,79144.29,0
731,Spain,Male,33,1,0.0,1,1,0,130726.96,0
559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
710,Germany,Female,87,9,187915.34,2,1,1,147998.2,0
520,Spain,Male,36,3,29140.24,3,1,0,75658.17,1
789,Germany,Female,43,9,116644.29,2,1,1,60176.1,0
597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
648,Spain,Male,35,7,0.0,2,1,1,78436.36,0
797,Spain,Female,29,6,52914.8,1,1,0,43217.91,1
508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
667,France,Male,23,1,0.0,2,1,0,91573.19,0
897,France,Male,52,5,54588.39,1,0,0,168289.28,0
551,France,Male,42,1,50194.59,1,1,1,23399.58,0
795,Spain,Male,35,8,0.0,2,1,0,167155.36,0
716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
553,France,Male,32,7,64082.09,1,0,1,109159.58,0
744,Spain,Female,56,5,127371.55,2,0,0,172213.36,1
888,Spain,Male,69,10,135054.17,4,1,0,52141.05,0
640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
519,Spain,Male,94,5,243705.07,3,0,0,12963.53,1
634,France,Male,34,8,105302.66,1,1,1,123164.97,0
423,France,Male,68,1,221567.34,3,0,1,49452.89,0
556,France,Female,47,2,139914.27,1,1,1,50390.98,0
832,Spain,Female,58,4,54321.15,1,1,1,101505.7,0
430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1
889,France,Female,24,6,31078.04,4,1,0,60368.99,0
659,France,Male,19,2,228652.18,2,0,0,134975.41,1
669,France,Male,25,1,157848.53,1,0,0,37543.93,1
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0
561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0
658,France,Female,40,7,140596.95,1,0,1,135459.02,1
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
551,Spain,Male,69,7,148500.22,4,0,0,88667.96,1
360,France,Female,42,0,88448.79,3,1,0,4518.79,1
565,France,Male,34,7,0.0,1,0,0,74593.84,0
610,Germany,Female,85,7,89791.97,2,0,0,142906.99,0
310,Germany,Male,26,6,207327.17,2,0,0,176327.57,1
883,France,Male,65,10,220264.96,1,1,1,87756.63,0
619,France,Female,49,9,145359.99,1,1,0,38186.85,0
710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1
561,France,Male,28,8,47909.91,1,0,1,199301.85,1
806,France,Female,19,4,223520.16,3,0,0,4085.09,1
679,France,Male,40,1,0.0,1,1,1,16897.19,0
582,Germany,Male,52,10,179097.83,4,0,0,178398.98,1
707,Spain,Male,73,4,131584.11,3,1,0,174564.8,1
862,France,Female,40,1,64551.79,3,1,0,140780.28,1
584,Spain,Female,59,1,0.0,1,0,1,130260.11,1
379,Spain,Female,50,4,69532.16,3,1,0,22667.97,0
649,France,Male,65,10,247584.04,3,0,1,38269.35,0
773,France,Female,41,7,190238.93,1,1,1,57549.65,0
426,Spain,Female,29,10,116388.12,3,1,0,117763.5,1
469,Spain,Female,31,6,0.0,1,1,0,146213.75,1
612,France,Female,35,3,0.0,1,1,1,48108.72,0
625,France,Male,39,2,0.0,2,1,0,100403.05,0
356,France,Female,35,10,16574.04,2,0,0,24145.05,0
641,France,Female,35,4,0.0,2,0,0,125986.18,0
312,Spain,Female,26,7,57775.44,1,1,1,193979.87,0
653,France,Male,33,1,0.0,2,0,0,53379.52,0
708,France,Female,44,2,161887.81,2,1,0,84870.23,0
549,Germany,Male,36,6,139422.37,1,0,0,83983.39,1
663,Spain,Male,64,6,0.0,2,0,1,15876.52,0
325,Germany,Male,65,10,57132.15,3,0,0,166188.63,1
389,Spain,Male,45,8,104064.79,1,1,0,3542.81,0
594,France,Male,33,10,251761.99,4,1,0,168826.94,0
516,Germany,Female,90,3,256893.34,1,1,0,127394.17,0
728,Germany,Female,61,9,106804.28,4,0,0,3205.94,1
689,France,Female,73,2,72592.51,2,1,1,80585.67,0
639,France,Female,50,6,115335.32,2,1,1,53130.41,0
547,Germany,Female,74,2,75929.71,1,0,1,20165.85,1
555,Spain,Male,40,7,238774.95,3,0,0,154743.84,1
384,France,Female,72,10,201664.8,1,0,1,44548.9,1
627,France,Female,28,0,229508.01,3,0,1,101482.92,0
685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
749,France,Male,37,7,0.0,2,1,0,20306.79,0
582,France,Male,41,1,40488.76,1,1,0,128528.83,0
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0
445,Germany,Male,41,9,175790.76,2,0,1,172584.82,0
709,Spain,Female,37,8,0.0,3,1,0,71738.56,0
514,Spain,Female,21,7,134026.65,1,1,0,69865.37,1
414,Spain,Female,84,8,7250.3,3,0,0,135875.83,0
654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
631,Germany,Male,55,4,194281.06,1,1,1,183855.45,0
765,France,Female,75,6,260610.77,2,1,1,34541.51,1
548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0
628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1
637,Germany,Female,76,8,153854.35,2,0,1,81011.21,1
444,Germany,Male,64,6,120195.1,4,1,0,191170.58,0
595,Germany,Male,19,8,208274.88,4,0,0,185079.68,0
302,France,Male,35,10,137609.05,3,1,1,53710.85,1
550,Germany,Female,79,10,193890.49,4,0,0,47638.87,1
663,Spain,Female,22,9,0.0,1,1,0,29135.89,1
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0
733,Spain,Female,38,5,0.0,2,1,1,1271.51,0
808,Spain,Female,25,8,117447.22,3,1,0,14764.26,1
832,Germany,Male,65,9,202087.19,4,1,0,19629.81,1
657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1
585,France,Female,43,2,0.0,2,1,0,89402.54,0
480,Germany,Female,56,4,259038.44,1,0,0,185796.38,0
423,Spain,Female,55,3,91644.48,3,0,0,50312.74,0
850,France,Female,35,9,0.0,2,0,0,25329.48,0
769,Spain,Female,36,10,76754.11,1,1,0,172720.48,0
633,France,Female,60,8,69365.25,1,1,1,10288.24,0
343,Germany,Female,77,5,208960.12,3,1,1,178830.68,0
841,Spain,Male,22,2,176365.93,2,0,0,119349.33,0
796,Germany,Female,53,5,127017.58,4,0,0,23797.21,0
569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
886,Spain,Female,67,6,131728.06,2,0,0,17510.58,0
693,France,Male,41,4,0.0,2,0,0,156381.47,0
455,Germany,Male,32,4,170781.14,2,1,1,166091.84,1
651,France,Male,36,7,0.0,2,1,0,13898.31,0
469,Spain,Female,36,1,132494.35,4,0,1,98935.23,0
790,Germany,Male,38,2,146176.14,1,0,0,61033.55,0
676,France,Female,32,5,0.0,2,1,1,75465.41,0
850,France,Male,35,3,162442.35,1,1,0,183566.78,0
416,Germany,Male,94,2,255123.39,4,1,1,179459.75,0
743,France,Female,51,5,34131.5,3,0,1,143597.88,0
655,Spain,Male,24,10,172086.6,2,0,1,92107.23,0
427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
702,Germany,Female,46,5,81966.87,4,1,1,133930.79,1
547,France,Male,85,4,51654.55,3,0,1,97555.34,0
628,Spain,Female,22,3,0.0,1,1,0,85426.28,0
838,France,Female,34,8,0.0,2,1,0,27472.07,0
806,France,Male,48,4,164701.68,1,1,1,21439.49,0
378,France,Male,31,5,168364.74,3,1,1,29560.07,1
652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1
618,France,Female,24,7,128736.39,1,0,1,37147.61,0
684,France,Male,35,3,137179.39,1,1,1,37264.11,0
528,France,Male,30,2,128262.72,2,1,0,50771.16,0
504,Spain,Female,51,2,146988.7,2,0,1,11359.21,1
572,France,Male,65,5,68497.37,2,1,0,132320.04,1
592,Spain,Male,56,3,168283.89,1,1,0,86931.19,0
633,Spain,Female,58,6,71138.27,1,1,1,174785.79,0
737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1
671,France,Female,31,7,41299.03,1,0,1,102681.32,0
684,France,Male,46,0,0.0,2,1,1,36376.97,0
620,Germany,Male,26,8,250955.05,1,1,0,176022.93,0
783,Germany,Male,45,5,31933.74,3,1,0,61219.76,1
667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0
521,France,Male,38,6,0.0,2,1,0,51454.06,0
643,France,Male,88,1,237556.62,1,1,1,139476.71,0
762,Spain,Male,82,9,49244.75,4,1,1,104980.11,0
306,France,Male,23,2,205140.27,4,1,1,198742.84,0
673,Spain,Female,35,6,0.0,2,1,0,98618.79,0
789,France,Female,95,9,45799.18,3,1,1,19786.3,1
420,Spain,Male,75,0,202794.78,2,0,0,167906.24,1
734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0
317,France,Female,73,2,89670.22,2,1,1,133143.24,1
627,Spain,Female,42,1,85259.71,1,0,0,113085.81,1
583,France,Female,53,3,8135.77,3,0,1,193113.08,1
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0
845,France,Male,18,2,176084.82,2,0,0,17804.0,1
513,Spain,Male,77,4,244889.34,2,1,1,23281.77,0
607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0
631,France,Female,22,3,0.0,2,0,0,30781.77,0
520,France,Male,30,3,143396.54,2,1,1,898.51,0
568,Spain,Female,34,6,182183.1,3,0,1,187430.85,0
505,Spain,Male,53,0,59510.43,2,0,0,133416.05,0
621,Germany,Female,43,3,58697.68,1,1,1,44422.53,0
624,France,Female,71,4,170252.05,3,1,1,73679.59,1
719,France,Female,37,9,101455.7,1,1,0,25803.59,1
864,France,Female,90,5,27266.5,1,0,0,2182.59,1
500,France,Male,51,5,20852.18,3,0,1,168669.45,1
701,Spain,Female,39,9,0.0,2,1,1,110043.88,0
341,Germany,Female,46,5,180226.31,4,0,0,76788.63,1
321,Germany,Female,91,8,196375.79,3,1,1,138286.27,0
590,Spain,Female,30,0,124465.34,3,1,0,5228.3,1
660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1
790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
803,France,Female,26,4,0.0,2,1,1,181208.47,0
738,Germany,Female,89,7,219560.75,4,0,1,125173.74,1
574,Germany,Female,40,6,208791.71,2,1,0,5595.77,0
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0
606,France,Male,64,1,152842.06,2,0,1,43947.83,1
889,Germany,Male,55,9,53282.65,1,0,0,154185.08,0
637,France,Male,56,2,1063.56,4,0,0,133815.22,1
623,Germany,Male,23,6,196982.05,1,1,1,53146.91,0
586,Germany,Female,38,8,143979.32,2,1,0,133610.89,0
786,France,Female,55,0,102132.42,2,0,0,16190.97,0
774,France,Male,83,0,51855.55,3,1,1,67229.9,1
668,Germany,Female,28,1,124511.01,1,0,0,114258.18,0
608,Spain,Female,35,6,0.0,2,1,1,143463.28,0
537,France,Male,59,9,0.0,2,0,0,103799.77,1
560,Germany,Female,50,0,254495.02,4,0,0,189272.55,1
678,France,Male,26,3,0.0,2,1,0,4989.33,0
394,Spain,Male,79,5,34194.8,2,1,1,195208.4,1
636,Spain,Male,77,10,224574.33,4,1,1,129358.71,0
731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0
414,France,Female,93,0,5498.4,1,1,0,46445.54,1
325,France,Female,64,5,34311.92,3,0,0,105423.52,0
656,Germany,Male,90,0,41699.42,4,1,1,192800.47,1
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0
552,France,Female,41,9,124349.34,1,1,0,135635.25,0
738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
654,France,Male,55,3,87485.67,1,1,1,3299.01,0
302,Germany,Male,33,6,206328.95,4,1,1,80360.24,1
441,Germany,Female,94,9,232505.94,2,1,1,138427.09,1
354,Germany,Female,73,9,239202.66,1,1,0,61797.04,0
725,France,Female,24,10,194084.6,1,1,0,95871.47,0
875,Spain,Female,53,6,175282.22,3,0,0,135195.23,0
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
731,France,Male,19,6,0.0,2,1,1,151581.79,0
529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0
